Stock,Ticker,Name,Headquarters,Employees,Industry,Incorporated,Exchange,Currency,Price,Previous Close,Change,% Change,Open,Day's High,Day's Low,52 Week High,52 Week Low,Shares Outstanding,Volume,Average Volume,Beta,Market Cap,P/E,Insturment,Last Trade Time,IPO Date,Net Income 2022,Cash 2022,Accounts Receivable 2022,Current Liabilities 2022,Average Daily Return
BRAEMAR PLC (XLON:BMS),BMS,BRAEMAR PLC,"One Strand, Trafalgar Square, LONDON, UNITED KINGDOM-NA, WC2N 5HR GB",362,Freight & Logistics Services,1988,London Stock Exchange,GBp,233.00,233.00,0.00,0.00%,NA,NA,NA,350.00,215.00,32924880,171644.00,NA,1.65,76714960,7.75,Stock,6/30/23 0:00,No data,NA,NA,NA,NA,No data
BRISTOL-MYERS SQUIBB COMPANY (XNYS:BMY),BMY,BRISTOL-MYERS SQUIBB COMPANY,"Route 206 And Province Line Road, PRINCETON, NJ, 08543 US",34300,Pharmaceuticals,1933,New York Stock Exchange,USD,59.67,60.64,-0.97,-1.60%,60.30,60.40,59.45,81.44,59.45,2089103000,12247236.00,11029198,0.41,124656776010,16.12,Stock,9/6/23 23:56,1929-07-05,6327000000,9123000000,8151000000,21890000000,-0.16
BROWN-FORMAN CORPORATION (XNYS:BF.B),BF.B,BROWN-FORMAN CORPORATION,"850 DIXIE HWY, LOUISVILLE, KY, 40210 US",5600,Beverages,1933,New York Stock Exchange,USD,63.58,64.99,-1.41,-2.17%,65.13,65.21,63.05,74.76,60.90,479389600,2382444.00,1068992,0.72,31392490000,40.83,Stock,9/6/23 23:41,1980-03-17,783000000,374000000,855000000,1084000000,-0.01
BUMECH S.A (XWAR:BMC),BMC,BUMECH S.A,"ul. Krakowska 191, KATOWICE, WOJ. SLASKIE, 40-389 PL",1805,Coal,2007,Warsaw Stock Exchange,PLN,27.74,27.92,-0.18,-0.64%,27.76,28.04,27.70,90.75,26.98,14481610,9058.00,12420,1.22,404326500,1.10,Stock,9/6/23 15:04,No data,NA,NA,NA,NA,No data
"C.H. ROBINSON WORLDWIDE, INC. (XNAS:CHRW)",CHRW,"C.H. ROBINSON WORLDWIDE, INC.","14701 Charlson Rd, EDEN PRAIRIE, MN, 55347 US",16523,Freight & Logistics Services,1997,Nasdaq Stock Market,USD,87.38,88.65,-1.27,-1.43%,88.58,89.32,87.22,114.98,86.60,116431400,1092041.00,911212,0.80,10173775732,20.40,Stock,9/6/23 20:08,1997-10-15,940524000,217482000,3249350000,3322852000,-0.03
Cablevision Holding SA (XLON:CVH),CVH,Cablevision Holding SA,"Tacuari 1842, BUENOS AIRES, BUENOS AIRES, 1139 AR",11618,Telecommunications Services,2017,London Stock Exchange,USD,11.30,11.30,0.00,0.00%,NA,NA,NA,11.30,2.18,121106100,100.00,10510,0.83,236701800000,NA,Stock,8/9/23 0:00,No data,NA,NA,NA,NA,No data
CAMPBELL SOUP COMPANY (XFRA:CSC),CSC,CAMPBELL SOUP COMPANY,"Campbell Pl, CAMDEN, NJ, 08103 US",14700,Food & Tobacco,1922,Deutsche Boerse AG,EUR,38.27,37.81,0.46,1.22%,38.27,38.27,38.27,54.98,27.53,298091900,500.00,3052520,0.33,12287350000,14.59,Stock,9/6/23 20:05,No data,NA,NA,NA,NA,No data
CAMPBELL SOUP COMPANY (XNYS:CPB),CPB,CAMPBELL SOUP COMPANY,"Campbell Pl, CAMDEN, NJ, 08103 US",14700,Food & Tobacco,1922,New York Stock Exchange,USD,41.10,41.22,-0.12,-0.29%,41.25,41.40,40.85,57.78,40.76,298091900,2589501.00,2661241,0.33,12251577090,14.44,Stock,9/6/23 23:30,1954-11-16,757000000,109000000,490000000,2886000000,-0.27
CAPITAL ONE FINANCIAL CORPORATION (XNYS:COF),COF,CAPITAL ONE FINANCIAL CORPORATION,"Suite 1400, 1680 Capital One Drive, MCLEAN, VA, 22102 US",55600,Banking Services,1994,New York Stock Exchange,USD,101.46,101.74,-0.28,-0.28%,101.07,101.69,99.54,123.09,83.93,381441400,2229564.00,1959196,1.47,38701044444,7.79,Stock,9/6/23 23:49,1994-11-16,7360000000,NA,NA,7310000000,0.09
"CARDINAL HEALTH, INC. (XNYS:CAH)",CAH,"CARDINAL HEALTH, INC.","7000 Cardinal Pl, DUBLIN, OH, 43017 US",48000,Pharmaceuticals,1979,New York Stock Exchange,USD,87.25,86.91,0.34,0.39%,86.69,87.38,86.62,95.45,64.99,250681600,1352811.00,2465636,0.80,21871969600,87.69,Stock,9/6/23 23:50,1983-08-04,-933000000,4717000000,10561000000,30550000000,0.13
"CARMAX, INC. (XNYS:KMX)",KMX,"CARMAX, INC.","12800 Tuckahoe Creek Pkwy, RICHMOND, VA, 23238 US",30621,Specialty Retailers,1996,New York Stock Exchange,USD,81.56,82.35,-0.79,-0.96%,81.97,82.70,80.85,93.34,52.10,158209600,1186214.00,1194386,1.43,12903574976,28.42,Stock,9/6/23 23:54,1997-02-07,484762000,314758000,298783000,1938311000,0.35
CARNEGIE CLEAN ENERGY LIMITED (XASX:CCE),CCE,CARNEGIE CLEAN ENERGY LIMITED,"21 North Mole Drive, North Fremantle, WESTERN AUSTRALIA, 6159 AU",52,Electrical Utilities & IPPs,1987,Australian Securities Exchange,AUD,0.00,0.00,0.00,-25.00%,0.00,0.00,0.00,0.00,0.00,15642570000,17237098.00,1379960,1.18,15642570,NA,Stock,9/7/23 2:37,No data,NA,NA,NA,NA,No data
CARNIVAL PLC (XLON:CCL),CCL,CARNIVAL PLC,"Carnival House, 100 Harbour Parade, SOUTHAMPTON, HAMPSHIRE, SO15 1ST GB",85000,Hotels & Entertainment Services,2000,London Stock Exchange,GBp,1083.50,1094.00,-10.50,-0.96%,1087.50,1090.50,1065.50,1376.63,482.90,1265525000,357783.00,312840,3.01,15300980000,0.00,Stock,9/6/23 15:45,1987-07-31,-6094000000,4029000000,395000000,10605000000,0.91
Carrefour SA (XPAR:CA),CA,Carrefour SA,"93 Avenue de Paris, MASSY, ILE-DE-FRANCE, 91300 FR",346666,Food & Drug Retailing,1963,Euronext Paris,EUR,16.62,16.76,-0.15,-0.87%,16.74,16.78,16.52,19.19,13.85,719983800,2436304.00,1988330,0.53,12066930000,6.17,Stock,9/6/23 16:00,No data,NA,NA,NA,NA,No data
CAT STRATEGIC METALS CORPORATION (XCNQ:CAT),CAT,CAT STRATEGIC METALS CORPORATION,"1010 - 789 W. Pender Street, VANCOUVER, BC, V6C 1H2 CA",NA,Metals & Mining,2010,Canadian National Stock Exchange,CAD,0.03,0.03,0.00,0.00%,0.03,0.03,0.03,0.04,0.01,272143500,332500.00,827620,0.34,6803590,NA,Stock,9/6/23 19:59,1929-12-02,6705000000,7004000000,8856000000,31531000000,0.18
CENTENE CORPORATION (XNYS:CNC),CNC,CENTENE CORPORATION,"7700 Forsyth Blvd, ST. LOUIS, MO, 63105-1807 US",74300,Healthcare Providers & Services,2001,New York Stock Exchange,USD,63.32,61.88,1.44,2.33%,62.50,64.12,62.50,93.58,60.83,541479200,5073025.00,2940102,0.57,34286462944,12.75,Stock,9/6/23 23:00,2001-12-13,1202000000,12074000000,NA,31597000000,-0.25
"CENTERPOINT ENERGY, INC. (XNYS:CNP)",CNP,"CENTERPOINT ENERGY, INC.","P.O. Box 1700, HOUSTON, TX, 77251-1700 US",8986,Multiline Utilities,2001,New York Stock Exchange,USD,27.36,27.33,0.03,0.11%,27.39,27.55,27.28,33.50,25.03,631184100,3367969.00,4025060,0.90,17269196976,23.77,Stock,9/6/23 23:00,1943-08-16,1057000000,74000000,889000000,5113000000,-0.09
"CF INDUSTRIES HOLDINGS, INC. (XNYS:CF)",CF,"CF INDUSTRIES HOLDINGS, INC.","4 Parkway North, DEERFIELD, IL, 60015 US",2700,Chemicals,2005,New York Stock Exchange,USD,81.03,82.56,-1.53,-1.85%,82.19,82.43,80.01,112.44,60.08,192947600,2153549.00,2034982,1.04,15929760000,6.83,Stock,9/6/23 23:00,2005-08-11,3346000000,1902000000,542000000,995000000,-0.03
CHESAPEAKE ENERGY CORPORATION (XNAS:CHK),CHK,CHESAPEAKE ENERGY CORPORATION,"6100 N WESTERN AVE, OKLAHOMA CITY, OK, 73118 US",1200,Oil & Gas,1996,Nasdaq Stock Market,USD,88.40,88.76,-0.36,-0.41%,88.13,89.24,87.92,107.31,69.68,132356400,1960205.00,2625879,0.87,11747960000,2.11,Stock,9/6/23 21:25,2021-02-09,4936000000,130000000,1168000000,2704000000,-0.06
CHEVRON CORPORATION (XNYS:CVX),CVX,CHEVRON CORPORATION,"6001 Bollinger Canyon Rd, SAN RAMON, CA, 94583 US",43846,Oil & Gas,1926,New York Stock Exchange,USD,166.63,166.46,0.17,0.10%,166.28,167.44,165.58,189.68,140.46,1907598000,7195549.00,7267982,1.17,317863054740,10.56,Stock,9/6/23 23:59,1921-06-24,35465000000,17678000000,20456000000,34208000000,-0.07
"CHIPOTLE MEXICAN GRILL, INC. (XNYS:CMG)",CMG,"CHIPOTLE MEXICAN GRILL, INC.","610 Newport Center Dr, Suite 1100, NEWPORT BEACH, CA, 92660 US",104958,Hotels & Entertainment Services,1998,New York Stock Exchange,USD,1954.12,1951.49,2.63,0.13%,1950.00,1966.31,1941.90,2175.01,1344.05,27587610,324265.00,227104,1.30,53909500453,48.75,Stock,9/6/23 23:46,2006-01-26,899101000,384000000,106880000,921880000,0.41
Chubb Ltd (XNYS:CB),CB,Chubb Ltd,"Baerengasse 32, ZUERICH, ZUERICH, 8001 CH",34000,Insurance,2008,New York Stock Exchange,USD,201.94,200.06,1.88,0.94%,199.43,202.52,198.67,231.37,173.78,410735000,1736320.00,1444795,0.66,82943825900,14.38,Stock,9/6/23 23:00,1993-03-25,5313000000,NA,NA,15403000000,-0.09
CINCINNATI FINANCIAL CORPORATION (XNAS:CINF),CINF,CINCINNATI FINANCIAL CORPORATION,"6200 S Gilmore Rd, FAIRFIELD, OH, 45014 US",5148,Insurance,1992,Nasdaq Stock Market,USD,104.52,105.06,-0.54,-0.51%,105.16,105.68,104.31,130.66,88.66,156856200,521001.00,581452,0.62,16394610024,12.23,Stock,9/6/23 20:11,1980-03-17,-486000000,1264000000,NA,50000000,0.03
CINTAS CORPORATION (XNAS:CTAS),CTAS,CINTAS CORPORATION,"PO Box 625737, 6800 Cintas Blvd, CINCINNATI, OH, 45262 US",44500,Professional & Commercial Services,1986,Nasdaq Stock Market,USD,495.73,496.74,-1.01,-0.20%,495.52,499.11,494.22,518.71,370.93,101741600,223632.00,304852,1.30,50436363368,38.25,Stock,9/6/23 20:18,1983-01-01,1348010000,124149000,1152993000,1230062000,0.10
"CISCO SYSTEMS, INC. (XNAS:CSCO)",CSCO,"CISCO SYSTEMS, INC.","170 West Tasman Dr, SAN JOSE, CA, 95134-1706 US",83300,Communications & Networking,2021,Nasdaq Stock Market,USD,57.16,57.26,-0.10,-0.17%,57.10,57.47,57.07,58.19,38.61,4075058000,11380422.00,18248004,0.95,232930315280,18.65,Stock,9/6/23 23:51,1990-02-16,11812000000,7079000000,7922000000,25640000000,0.20
CITIGROUP INC. (XNYS:C),C,CITIGROUP INC.,"388 Greenwich Street, 17th Floor, NEW YORK, NY, 10013 US",240000,Investment Banking & Investment Services,1988,New York Stock Exchange,USD,41.37,41.36,0.01,0.02%,41.02,41.49,40.91,53.23,40.01,1925703000,13675196.00,15334814,1.57,79666333110,6.56,Stock,9/6/23 23:58,1986-10-30,14845000000,NA,NA,72294000000,-0.09
Clean Seed Capital Group Ltd. (XTSX:CSX),CSX,Clean Seed Capital Group Ltd.,"7541 Conway Ave, BURNABY, BC, V5E 2P7 CA",NA,"Machinery, Equipment & Components",2010,TSX Venture Exchange,CAD,0.13,0.13,-0.01,-3.85%,0.13,0.13,0.13,0.35,0.12,92852970,31800.00,7200,1.23,11606621,NA,Stock,9/6/23 19:06,1980-11-03,4166000000,1958000000,1313000000,2471000000,-0.03
CLEVELAND-CLIFFS INC. (XNYS:CLF),CLF,CLEVELAND-CLIFFS INC.,"200 Public Square, Ste. 3300, CLEVELAND, OH, 44114-2315 US",27000,Metals & Mining,1985,New York Stock Exchange,USD,14.95,15.16,-0.21,-1.39%,15.07,15.31,14.86,22.83,11.83,508682100,6443166.00,11241982,2.23,7604797395,34.56,Stock,9/6/23 23:59,1960-07-27,1335000000,26000000,1960000000,3549000000,-0.06
CLIME CAPITAL LIMITED (XASX:CAM),CAM,CLIME CAPITAL LIMITED,"L 13 20 Hunter St, SYDNEY, NEW SOUTH WALES, 2000 AU",NA,Investment Banking & Investment Services,2003,Australian Securities Exchange,AUD,0.83,0.82,0.01,0.61%,0.83,0.83,0.83,0.89,0.78,140085100,6237.00,35490,0.64,116270600,8.70,Stock,9/7/23 0:44,No data,NA,NA,NA,NA,No data
CLOSE BROTHERS GROUP PLC (XLON:CBG),CBG,CLOSE BROTHERS GROUP PLC,"10 Crown Place, LONDON, UNITED KINGDOM-NA, EC2A 4FT GB",4000,Banking Services,1953,London Stock Exchange,GBp,822.00,814.50,7.50,0.92%,811.50,822.00,800.00,1139.00,790.00,150463500,195535.00,352620,1.10,1225525000,15.52,Stock,9/6/23 15:45,No data,NA,NA,NA,NA,No data
CME GROUP INC. (XNAS:CME),CME,CME GROUP INC.,"20 S Wacker Dr, CHICAGO, IL, 60606 US",3460,Investment Banking & Investment Services,2001,Nasdaq Stock Market,USD,203.66,202.53,1.13,0.56%,203.00,206.11,201.97,209.31,162.26,359746200,1797551.00,1349736,0.42,73265911092,24.73,Stock,9/6/23 22:13,2002-12-06,2691000000,2720100000,483200000,137687500000,0.20
CMS ENERGY CORPORATION (XNYS:CMS),CMS,CMS ENERGY CORPORATION,"One Energy Plaza, JACKSON, MI, 49201 US",8560,Multiline Utilities,1987,New York Stock Exchange,USD,54.93,54.84,0.09,0.16%,54.89,55.08,54.51,70.46,52.41,291726700,1869822.00,1503712,0.37,16024547631,24.13,Stock,9/6/23 23:15,1947-02-03,837000000,164000000,1580000000,2985000000,-0.13
CNX RESOURCES CORPORATION (XNYS:CNX),CNX,CNX RESOURCES CORPORATION,"1000 Consol Energy Dr, CANONSBURG, PA, 15317-6506 US",466,Oil & Gas,1991,New York Stock Exchange,USD,22.20,22.22,-0.02,-0.09%,22.18,22.44,22.07,22.84,14.36,161464900,2599961.00,2967945,1.36,3584520780,2.13,Stock,9/6/23 23:00,1999-04-30,-142077000,21321000,348458000,1312804000,0.32
COCHLEAR LIMITED (XASX:COH),COH,COCHLEAR LIMITED,"1 University Avenue, Macquarie University, SYDNEY, NEW SOUTH WALES, 2109 AU",4800,Healthcare Equipment & Supplies,1983,Australian Securities Exchange,AUD,267.06,267.85,-0.79,-0.29%,267.72,269.00,266.44,274.65,184.62,65658960,42813.00,144110,0.69,17735800000,58.61,Stock,9/7/23 2:39,No data,NA,NA,NA,NA,No data
Cofina SGPS SA (XLIS:CFN),CFN,Cofina SGPS SA,"Rua Manuel Pinto de Azevedo, 818, PORTO, PORTUGAL-NA, 4100-320 PT",668,Media & Publishing,NA,Euronext Lisbon,EUR,0.42,0.44,-0.02,-5.41%,0.44,0.44,0.41,0.50,0.22,102565800,235407.00,41900,0.82,45539230,4.12,Stock,9/6/23 16:00,No data,NA,NA,NA,NA,No data
COG FINANCIAL SERVICES LIMITED (XASX:COG),COG,COG FINANCIAL SERVICES LIMITED,"Chatswood, L 1 72 Archer St, CHATSWOOD, NEW SOUTH WALES, 2067 AU",2000,Banking Services,2002,Australian Securities Exchange,AUD,1.37,1.40,-0.04,-2.50%,1.38,1.38,1.37,1.85,1.21,190662200,18326.00,81000,1.02,266927100,32.86,Stock,9/7/23 1:44,No data,NA,NA,NA,NA,No data
COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION (XNAS:CTSH),CTSH,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,"300 Frank W. Burr Blvd., Ste. 36, 6 Fl., TEANECK, NJ, 07666 US",345600,Software & IT Services,1988,Nasdaq Stock Market,USD,71.30,70.97,0.33,0.47%,70.85,71.69,70.75,72.71,51.33,505041400,1900931.00,3615086,1.09,36009451820,16.55,Stock,9/6/23 20:18,1998-06-24,2290000000,2191000000,4122000000,3347000000,0.24
COLGATE-PALMOLIVE COMPANY (XNYS:CL),CL,COLGATE-PALMOLIVE COMPANY,"300 PARK AVE, NEW YORK, NY, 10022 US",33800,Personal & Household Products & Services,1923,New York Stock Exchange,USD,72.32,72.78,-0.46,-0.63%,72.72,72.84,72.28,82.09,67.84,826691500,2869243.00,3479043,0.49,59786329279,40.58,Stock,9/6/23 23:04,1930-03-31,1785000000,775000000,1504000000,4004000000,-0.08
Coloured Ties Capital Inc. (XTSX:TIE),TIE,Coloured Ties Capital Inc.,"1500 - 1055 West Georgia Street, VANCOUVER, BC, V6E 4N7 CA",NA,Investment Banking & Investment Services,2008,TSX Venture Exchange,CAD,1.02,1.01,0.01,0.99%,1.01,1.02,1.01,1.25,0.30,17369550,1350.00,20740,NA,17716941,1.88,Stock,9/6/23 19:13,No data,NA,NA,NA,NA,No data
COMCAST CORPORATION (XNAS:CMCSA),CMCSA,COMCAST CORPORATION,"1 Comcast Ctr, PHILADELPHIA, PA, 19103-2838 US",186000,Telecommunications Services,2001,Nasdaq Stock Market,USD,44.93,44.56,0.37,0.83%,44.48,45.60,44.25,47.46,28.39,4125133000,27839763.00,15722514,0.99,185342225690,28.20,Stock,9/6/23 23:52,1972-06-29,5370000000,4749000000,12672000000,27887000000,0.27
COMERICA INCORPORATED (XNYS:CMA),CMA,COMERICA INCORPORATED,"1717 Main Street Mc6404, Attn: Kelly Gage, DALLAS, TX, 75201 US",7280,Banking Services,1972,New York Stock Exchange,USD,46.56,48.52,-1.96,-4.04%,48.01,48.35,46.24,86.42,28.40,131776500,2216409.00,1565341,1.25,6135513840,5.07,Stock,9/6/23 23:28,1980-03-17,1151000000,NA,NA,2593000000,-0.27
Compagnie Plastic Omnium SE (XPAR:POM),POM,Compagnie Plastic Omnium SE,"19 Boulevard Jules Carteret, LYON, AUVERGNE-RHONE-ALPES, 69007 FR",30220,Automobiles & Auto Parts,1955,Euronext Paris,EUR,16.18,16.35,-0.17,-1.04%,16.20,16.35,16.08,20.10,12.92,145522200,84970.00,78700,1.82,2379287000,14.26,Stock,9/6/23 16:00,No data,NA,NA,NA,NA,No data
"CONAGRA BRANDS, INC. (XNYS:CAG)",CAG,"CONAGRA BRANDS, INC.","222 Merchandise Mart Plz Ste 1300, CHICAGO, IL, 60654-1103 US",18600,Food & Tobacco,1975,New York Stock Exchange,USD,29.05,29.15,-0.10,-0.34%,29.15,29.30,29.00,41.30,29.00,477866800,2926608.00,3498039,0.54,13882030540,20.47,Stock,9/6/23 23:58,1973-01-09,683600000,93900000,965400000,4440700000,-0.25
CONOCOPHILLIPS (XNYS:COP),COP,CONOCOPHILLIPS,"925 N. Eldridge Parkway, HOUSTON, TX, 77079-2703 US",9700,Oil & Gas,2001,New York Stock Exchange,USD,123.07,122.83,0.24,0.20%,122.47,123.44,121.92,138.49,91.53,1197491000,4664053.00,4202589,1.32,147375217370,11.80,Stock,9/6/23 23:58,1980-03-17,18680000000,6458000000,7088000000,12847000000,0.04
"CONSOLIDATED EDISON, INC. (XNYS:ED)",ED,"CONSOLIDATED EDISON, INC.","4 Irving Place, NEW YORK, NY, 10003 US",14319,Electrical Utilities & IPPs,1997,New York Stock Exchange,USD,86.80,86.51,0.29,0.34%,86.83,86.94,86.21,102.21,78.10,344923600,1365914.00,1724531,0.37,29939368480,12.44,Stock,9/6/23 23:00,1948-06-21,1660000000,1282000000,2192000000,11336000000,-0.09
"CONSTELLATION BRANDS, INC. (XNYS:STZ)",STZ,"CONSTELLATION BRANDS, INC.","207 High Point Drive, Building 100, VICTOR, NY, 14564 US",10700,Beverages,1972,New York Stock Exchange,USD,258.81,257.50,1.31,0.51%,260.50,260.50,257.96,273.65,208.12,183300700,823943.00,806758,1.05,47440054167,608.33,Stock,9/6/23 23:00,1986-07-07,-71000000,133500000,901600000,2968300000,0.11
CORNING INCORPORATED (XNYS:GLW),GLW,CORNING INCORPORATED,"One Riverfront Plaza, CORNING, NY, 14831-0001 US",57500,Electronic Equipment & Parts,1936,New York Stock Exchange,USD,31.86,32.20,-0.34,-1.06%,32.01,32.09,31.38,37.10,28.98,852981900,6148801.00,3078760,1.06,27176003334,43.95,Stock,9/6/23 23:34,1945-05-21,1316000000,1671000000,1721000000,5175000000,0.01
COSTCO WHOLESALE CORPORATION (XNAS:COST),COST,COSTCO WHOLESALE CORPORATION,"999 Lake Dr, ISSAQUAH, WA, 98027- US",304000,Diversified Retail,1987,Nasdaq Stock Market,USD,546.69,544.73,1.96,0.36%,541.72,548.68,540.18,571.16,447.90,443148500,1476602.00,1423254,0.79,242264853465,40.36,Stock,9/6/23 23:59,1985-12-05,5844000000,10203000000,2241000000,31998000000,0.19
Covalon Technologies Ltd. (XTSX:COV),COV,Covalon Technologies Ltd.,"1660 Tech Avenue, Unit 5, MISSISSAUGA, ON, L4W 5S7 CA",NA,Biotechnology & Medical Research,2004,TSX Venture Exchange,CAD,1.50,1.50,0.00,0.00%,1.50,1.50,1.50,2.66,1.45,25067680,1000.00,380,0.92,37601520,NA,Stock,9/6/23 17:54,No data,NA,NA,NA,NA,No data
CREATIVE TECHNOLOGY LTD. (XFRA:CTL),CTL,CREATIVE TECHNOLOGY LTD.,"31, International Business Park, #03-01, Lobby C, Creative Resource, 609921 SG",4900,"Computers, Phones & Household Electronics",1983,Deutsche Boerse AG,EUR,0.78,0.79,-0.01,-0.64%,0.78,0.78,0.78,5.69,0.71,75000000,20.00,6690,1.27,87000000,5.91,Stock,9/6/23 20:05,No data,NA,NA,NA,NA,No data
CROWN CASTLE INC. (XNYS:CCI),CCI,CROWN CASTLE INC.,"8020 Katy Freeway, HOUSTON, TX, 77024 US",5000,Residential & Commercial REIT,2014,New York Stock Exchange,USD,99.00,99.99,-0.99,-0.99%,99.79,100.07,98.33,177.78,97.94,433678500,2276228.00,2743969,0.65,42934171500,25.44,Stock,9/6/23 23:59,1998-08-18,1675000000,156000000,593000000,2731000000,-0.26
CUMMINS INC. (XNYS:CMI),CMI,CUMMINS INC.,"BOX 3005 MAIL CODE 60207, 500 JACKSON ST, COLUMBUS, IN, 47202-3005 US",73600,Automobiles & Auto Parts,1919,New York Stock Exchange,USD,235.69,231.84,3.85,1.66%,231.14,236.66,230.98,265.28,200.40,141647100,862328.00,783553,1.07,33384804999,17.28,Stock,9/6/23 23:00,1964-09-10,2151000000,2101000000,5202000000,11421000000,-0.04
CVC LIMITED (XASX:CVC),CVC,CVC LIMITED,"L 37 1 Macquarie Pl, SYDNEY, NEW SOUTH WALES, 2000 AU",10,Banking Services,1984,Australian Securities Exchange,AUD,2.40,2.40,0.00,0.00%,2.40,2.40,2.40,2.55,1.85,116824100,5.00,2330,0.65,280377800,NA,Stock,9/5/23 9:00,No data,NA,NA,NA,NA,No data
CVS HEALTH CORPORATION (XNYS:CVS),CVS,CVS HEALTH CORPORATION,"1 Cvs Dr, WOONSOCKET, RI, 02895-6146 US",300000,Healthcare Providers & Services,1996,New York Stock Exchange,USD,65.51,65.61,-0.10,-0.15%,65.41,65.97,65.27,104.83,64.62,1284399000,7064785.00,9623964,0.61,84140978490,28.80,Stock,9/6/23 23:58,1952-10-01,4149000000,12945000000,8983000000,69736000000,-0.30
"D.R. HORTON, INC. (XNYS:DHI)",DHI,"D.R. HORTON, INC.","1341 Horton Cir, ARLINGTON, TX, 76011-4310 US",13237,Homebuilding & Construction Supplies,1991,New York Stock Exchange,USD,115.63,114.28,1.35,1.18%,114.99,116.13,114.44,132.30,66.01,338296600,2783472.00,2690476,1.56,39117235858,8.13,Stock,9/6/23 23:59,1992-06-05,5857500000,2540500000,NA,6605400000,0.28
DANAHER CORPORATION (XNYS:DHR),DHR,DANAHER CORPORATION,"2200 Pennsylvania Ave NW Ste 800W, WASHINGTON, DC, 20037-1701 US",79000,Healthcare Equipment & Supplies,1986,New York Stock Exchange,USD,256.99,260.85,-3.86,-1.48%,260.50,261.55,256.18,294.60,221.22,738352100,2542075.00,1963120,0.80,189749106179,30.60,Stock,9/6/23 23:02,1969-12-10,7209000000,5995000000,5008000000,8389000000,-0.02
"DARDEN RESTAURANTS, INC. (XNYS:DRI)",DRI,"DARDEN RESTAURANTS, INC.","1000 Darden Center Dr, ORLANDO, FL, 32837 US",187384,Hotels & Entertainment Services,1995,New York Stock Exchange,USD,148.95,150.70,-1.75,-1.16%,150.81,151.47,148.86,173.06,120.20,120873300,1353847.00,1042901,1.23,18004078035,18.81,Stock,9/6/23 23:00,1995-05-09,981900000,367800000,80200000,1937400000,0.09
DAVITA INC. (XNYS:DVA),DVA,DAVITA INC.,"2000 16th St, DENVER, CO, 80202-5117 US",70000,Healthcare Providers & Services,1994,New York Stock Exchange,USD,98.89,96.65,2.24,2.32%,96.21,99.56,96.21,116.97,65.28,91271000,772758.00,691194,0.94,9025789190,19.78,Stock,9/6/23 23:21,1995-10-31,560400000,244086000,2132070000,2619747000,0.29
DEERE & COMPANY (XNYS:DE),DE,DEERE & COMPANY,"One John Deere Place, MOLINE, IL, 61265-8098 US",82200,"Machinery, Equipment & Components",1958,New York Stock Exchange,USD,414.29,414.43,-0.14,-0.03%,412.12,416.43,410.64,450.00,328.62,288000600,1002557.00,1552336,1.08,119315768574,12.25,Stock,9/6/23 23:49,1933-06-29,7131000000,4774000000,6410000000,32568000000,-0.03
DELL TECHNOLOGIES INC. (XNYS:DELL),DELL,DELL TECHNOLOGIES INC.,"ONE DELL WAY, ROUND ROCK, TX, 78682 US",133000,"Computers, Phones & Household Electronics",2013,New York Stock Exchange,USD,70.47,68.10,2.37,3.48%,68.00,70.48,67.83,70.48,32.90,729869100,7585616.00,4918876,0.99,51433875477,26.13,Stock,9/6/23 23:59,2016-08-01,2442000000,8607000000,12482000000,51654000000,0.69
DENTSPLY SIRONA INC. (XNAS:XRAY),XRAY,DENTSPLY SIRONA INC.,"Suite 60W, 221 West Philadelphia Street, YORK, PA, 28277-3607 US",15000,Healthcare Equipment & Supplies,1983,Nasdaq Stock Market,USD,36.70,36.69,0.01,0.03%,36.62,36.90,36.29,43.24,26.48,211716000,991579.00,1328107,0.98,7769977200,19.72,Stock,9/6/23 20:56,1987-08-12,-950000000,365000000,632000000,1170000000,0.15
DEVON ENERGY CORPORATION (XNYS:DVN),DVN,DEVON ENERGY CORPORATION,"333 W Sheridan Ave, OKLAHOMA CITY, OK, 73102 US",1800,Oil & Gas,1999,New York Stock Exchange,USD,53.49,53.50,-0.01,-0.02%,53.41,54.14,53.15,78.82,44.03,640700000,5102705.00,7711641,2.36,34271043000,7.31,Stock,9/6/23 23:58,1985-07-22,6015000000,1454000000,1734000000,3105000000,-0.13
